,item_name,calories,protein,carbs,fat
488,Half Sliced Turkey,60.750,10.126,2.026,1.518
489,Half Tuna Salad,147.381,13.349,0.840,11.453
490,Half White Sub Roll,128.000,4.000,26.000,0.5
491,Ham & Swiss on a Pretzel Bun,559.667,31.906,59.810,29.647999999999996
492,Hoagie Roll Half Whole Wheat,243.043,7.478,48.609,1.87
493,Hoagie Roll White Whole,256.000,8.000,52.000,1.0
494,Hoagie Roll Whole Wheat Whole,486.087,14.957,97.217,3.739
495,Honey Mustard,141.230,0.265,7.101,13.950000000000001
496,Hot Sauce,3.554,0.165,0.565,0.137
497,Italian Dressing,153.076,0.727,0.553,18.608999999999998
498,Italian Meats,187.705,17.728,3.650,15.062
503,Mayonnaise,189.000,0.000,0.000,23.626
504,Mustard Yellow,0.000,0.000,0.000,0.0
505,Oregano,2.084,0.071,0.542,0.046
506,Panini Bread,397.770,12.754,76.178,4.436
507,Pizza Sauce,17.685,0.714,2.836,0.528
508,Plain Wrap,260.000,8.000,47.000,7.5
509,Ranch Dressing,118.182,0.192,0.466,14.401
510,Red Wine Vinegar,5.464,0.012,0.076,0.0
511,Roast Beef,185.976,32.264,0.000,7.12
512,Salt,0.000,0.000,0.000,0.0
513,Shredded Lettuce,3.969,0.255,0.841,0.045
514,Sliced Bacon,441.000,27.561,5.511,46.858
515,Sliced Green Peppers,5.670,0.244,1.315,0.064
516,Sliced Onions,11.340,0.312,2.648,0.04
517,Sliced Tomatoes,3.408,0.166,0.736,0.044
518,Sliced Turkey,121.500,20.252,4.052,3.036
519,Sweet Green and Red Pepper Strips,5.568,0.000,1.012,0.0
520,Tuna Salad,294.762,26.697,1.680,22.905
521,Tuna Salad Croissant,496.561,24.381,14.092,34.456
522,Turkey on a Pretzel Bun,489.043,31.425,57.954,24.172
523,Fried Cheese Curds with Sriracha Aioli,761.064,16.143,17.132,86.615
524,Smokehouse Burger,1046.019,52.277,64.854,91.214
525,5 oz. Hamburger,350.382,23.708,0.000,39.929
526,Buffalo Chicken Sandwich,699.294,26.390,56.808,50.907000000000004
528,Cheeseburger Single,664.215,33.574,41.976,55.133
529,Chicken Fritters,495.529,30.494,36.212,30.494
530,Dill Pickle Chips,0.996,0.000,0.199,0.0
531,Double Cheeseburger,1066.297,59.882,42.618,101.998
532,Double Hamburger Single,962.536,54.742,41.263,88.172
533,Extra 5 oz. Hamburger,350.382,23.708,0.000,39.929
534,Extra Baked Ham,67.500,9.450,2.026,2.702
535,Extra Sliced Bacon,201.600,14.400,0.000,24.48
536,Extra Sliced Bacon,201.600,14.400,0.000,24.48
537,Extra Veggie Burger Patty,170.000,7.000,21.000,6.0
538,Fried Chicken Sandwich,610.819,29.494,57.218,36.308
539,Fries,307.980,2.700,31.050,23.31
540,Fries,307.980,2.700,31.050,23.31
541,GF Hamburger Roll,485.714,7.286,99.571,6.071
542,Grilled Cheese PSU,831.788,33.309,78.254,64.863
543,Grilled Chicken Sandwich,429.408,33.414,40.218,19.391
544,Hamburger Single,612.154,31.034,41.263,48.243
545,Ketchup,33.353,0.000,8.338,0.0
546,Mayonnaise,189.000,0.000,0.000,23.626
547,Potato Roll,210.000,7.000,38.000,3.5
548,Provolone Cheese,101.250,7.088,1.013,12.151
549,Shredded Lettuce,3.969,0.255,0.841,0.045
550,Sliced American Cheese,103.761,5.141,1.355,13.826
551,Sliced Bacon,201.600,14.400,0.000,24.48
552,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
553,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
554,Sliced Onions,11.340,0.312,2.648,0.04
555,Sliced Tomatoes,3.408,0.166,0.736,0.044
556,Spicy Fried Chicken Sandwich,210.000,7.000,38.000,3.5
557,Veggie Burger,387.419,14.295,60.615,9.566
558,Veggie Burger Patty,170.000,7.000,21.000,6.0
559,Apricot Upside Down Cupcake,744.000,8.300,126.000,30.5
560,BBQ Chicken Quesadilla,314.247,16.418,32.538,20.064999999999998
561,Beef Cheese Steak Panini,581.018,30.243,61.616,30.546999999999997
562,Buffalo Chicken Quesadilla,298.181,16.473,28.086,20.115000000000002
563,Cheese Quesadillas,770.638,35.076,54.954,72.345
564,Chicken Quesadillas,652.252,41.163,54.957,46.529
565,Grasshopper Fudge Bundt Cake,428.000,6.300,68.100,20.0
566,Half Beef & Chicken Cheese Steak Bar,345.591,24.255,36.982,13.859
567,Onion Poppy Danish,179.100,3.090,20.780,14.915
568,Tex Mex Panini Wrap,662.769,31.740,55.801,51.489
569,Cheese Pizza,2627.528,133.416,305.032,155.424
570,Cheese Pizza Slice,328.441,16.677,38.129,19.428
571,Pepperoni  Pizza,2913.296,144.328,305.696,191.704
572,Pepperoni  Pizza Slice,364.162,18.041,38.212,23.963
573,Meat Lovers Pizza,466.812,25.757,37.857,35.907
577,Chicken Noodle Soup 12 ozl,121.654,15.906,8.624,2.844
578,Chicken Noodle Soup 8 ozl,81.103,10.604,5.749,1.896
579,Cream of Broccoli & Cheddar Soup 8 ozl,479.669,9.935,15.195,70.243
580,Cream of Broccoli & Cheddar Soup 12 ozl,719.504,14.902,22.792,105.364
581,Beef Tenderloin,639.174,47.953,2.521,65.922
582,Crab Cakes,331.055,21.865,19.278,22.498
583,Spinach and Ricotta Roll Up,444.628,22.170,35.323,40.152
584,Lemon Garlic Roasted Asparagus,70.201,2.320,5.682,5.664
585,Mashed Redskin Potatoes,119.320,2.092,14.155,10.248
586,Mac & Cheese Bites,1351.952,9.381,38.564,147.887
587,Smokehouse Burger,1046.019,52.277,64.854,91.214
588,5 oz. Hamburger,350.382,23.708,0.000,39.929
589,Beyond Burger,497.419,27.295,45.615,29.566
590,Black Bean Burger,378.382,20.373,57.723,10.608
592,Cheeseburger Single,664.215,33.574,41.976,55.133
593,Chicken Tenders,567.130,33.779,33.779,40.128
594,Dill Pickle Chips,0.996,0.000,0.199,0.0
595,Double Cheeseburger,1066.297,59.882,42.618,101.998
596,Double Hamburger Single,962.536,54.742,41.263,88.172
597,Fried Chicken Sandwich,610.819,29.494,57.218,36.308
598,Fries,307.980,2.700,31.050,23.31
599,GF Hamburger Roll,485.714,7.286,99.571,6.071
600,Grilled Cheese PSU,831.788,33.309,78.254,64.863
601,Grilled Chicken Sandwich,429.408,33.414,40.218,19.391
602,Hamburger Single,612.154,31.034,41.263,48.243
603,Ketchup,33.353,0.000,8.338,0.0
604,Mayonnaise,189.000,0.000,0.000,23.626
605,Mozzarella Sticks,452.954,17.627,28.351,38.673
606,Potato Roll,210.000,7.000,38.000,3.5
607,Provolone Cheese,101.250,7.088,1.013,12.151
608,Shredded Lettuce,3.969,0.255,0.841,0.045
609,Sliced American Cheese,103.761,5.141,1.355,13.826
610,Sliced Bacon,201.600,14.400,0.000,24.48
611,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
612,Sliced Onions,11.340,0.312,2.648,0.04
613,Sliced Pepper Jack Cheese,202.500,12.150,2.026,26.326
614,Sliced Swiss Cheese Cheese,222.832,15.286,0.816,27.906
615,Sliced Tomatoes,3.408,0.166,0.736,0.044
616,Turkey Burger,423.952,26.533,41.299,19.429
617,Turkey Cheeseburger,475.833,29.103,41.976,26.342
618,Veggie Burger,387.419,14.295,60.615,9.566
619,Veggie Burger Patty,170.000,7.000,21.000,6.0
620,Turkey Bacon Cheddar Panini,1255.785,60.695,87.219,95.339
621,Buffalo Chicken Pizza,368.325,21.257,42.842,19.615
622,Cheese Pizza Slice,41.055,2.085,4.766,2.428
623,Pepperoni  Pizza Slice,45.520,2.255,4.777,2.995
625,Belgian Waffle,376.143,6.966,73.835,5.572
626,CYO Omelet,0.000,0.000,0.000,0.0
627,"Egg, Sausage and Cheese Bagel",545.349,24.767,32.900,48.235
628,Fried Egg & Cheese Croissant,417.900,13.826,27.371,39.542
629,"Fried Egg, Cheese, & Bacon Bagel",573.502,31.493,32.266,51.272999999999996
630,"Fried Egg, Cheese, Bacon Croissant",619.500,28.226,27.371,64.02199999999999
631,"Fried Egg, Cheese, Sausage Croissant",620.400,22.939,28.384,64.855
632,Scrambled Egg Whites,57.084,11.929,1.168,0.048
633,Scrambled Eggs,173.699,14.884,0.000,14.89
634,Sausage Patty,202.500,9.113,1.013,25.313000000000002
635,Sliced Bacon,302.400,21.600,0.000,36.72
636,Turkey Bacon,94.500,9.450,0.000,7.875
637,Turkey Sausage Patty,85.095,7.564,0.000,8.51
638,Battered Fish Sandwich,764.251,21.173,57.991,55.07
639,Beef Hot Dog,312.125,11.075,27.025,23.275
640,Beer Battered Onion Rings,327.296,2.736,30.887,25.354
641,Beyond Burger,497.419,27.295,45.615,29.566
642,Black Bean Burger,378.382,20.373,57.723,10.608
645,Chicken Tenders,567.130,33.779,33.779,40.128
646,Fried Chicken Sandwich,610.819,29.494,57.218,36.308
647,Fries,307.980,2.700,31.050,23.31
648,Gluten Free Grilled Cheese Sandwich,368.353,9.033,41.077,31.375
649,Grilled Cheese PSU,831.788,33.309,78.254,64.863
650,Grilled Chicken Breast,94.709,19.796,0.010,1.722
651,Grilled Chicken Sandwich,429.408,33.414,40.218,19.391
652,Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
653,Grilled Chicken Breast,94.709,19.796,0.010,1.722
654,Beer Battered Onion Rings,327.296,2.736,30.887,25.354
655,Cheese Pizza Slice,328.441,16.677,38.129,19.428
656,Pepperoni  Pizza Slice,364.162,18.041,38.212,23.963
657,Veggie Lover's Pizza,340.518,17.041,39.978,20.009999999999998
658,White Pizza,434.286,18.138,38.590,32.775
659,Baby Spinach,13.042,1.622,2.058,0.256
660,Bacon Bits,132.300,9.450,0.000,16.064999999999998
661,Broccoli Florets,7.938,0.845,1.435,0.114
664,Caesar Dressing,173.609,0.695,1.057,21.345000000000002
665,Honey Mustard,141.230,0.265,7.101,13.950000000000001
666,Italian Dressing,75.300,0.129,3.803,7.551
667,Kale,39.690,2.695,7.980,0.6399999999999999
668,Olive Oil,235.918,0.000,0.000,30.372999999999998
669,Ranch Dressing,118.182,0.192,0.466,14.401
670,Red Wine Vinegar,5.464,0.012,0.076,0.0
671,Romaine,24.100,1.745,4.665,0.48
672,Salad Mix,24.098,1.743,4.663,0.48
673,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
674,Shredded Mozzarella Cheese,95.175,6.581,1.013,11.644
675,Sliced Black Olives,32.602,0.238,1.774,3.43
676,Sliced Cucumber,4.253,0.184,1.029,0.041
677,Sliced Green Peppers,5.670,0.244,1.315,0.064
678,Sliced Mushrooms,7.088,0.530,1.443,0.093
679,Spring Salad Mix,13.342,1.334,2.002,0.0
680,Chick Peas,15.702,0.785,2.748,0.294
681,Chicken Tenders,141.783,8.445,8.445,10.033
682,Croutons,65.914,1.531,9.001,3.338
683,Feta Cheese,74.844,4.028,1.160,10.27
684,GrapeTomatoes,3.063,0.150,0.663,0.039
685,Grilled Chicken Breast,94.709,19.796,0.010,1.722
686,Hard Boiled Eggs Sliced,68.200,5.535,0.493,6.105
687,Italian Herb Grilled Chicken Thighs,216.644,28.302,0.959,13.148
688,London Broil,157.060,21.305,0.760,9.702
689,Parmesan Cheese,117.653,10.733,0.967,12.675
690,Seared Salmon,246.278,25.064,0.019,18.3
691,Sliced Red Onions,5.670,0.156,1.324,0.02
692,Baby Spinach,6.521,0.811,1.029,0.129
693,Banana Pepper Rings,7.654,0.470,1.516,0.14200000000000002
694,Dill Pickle Chips,0.996,0.000,0.199,0.0
695,GF Sub Roll,470.000,12.000,76.000,15.0
696,GF Sub Roll,235.000,6.000,38.000,7.5
697,Gluten Free Bread,196.364,2.182,39.272,6.545999999999999
698,Gluten Free Plain Wrap,220.000,6.000,45.000,11.0
699,Half White Sub Roll,128.000,4.000,26.000,0.5
700,Hoagie Roll Half Whole Wheat,243.043,7.478,48.609,1.87
701,Honey Mustard,141.230,0.265,7.101,13.950000000000001
702,Hot Sauce,3.554,0.165,0.565,0.137
703,Italian Dressing,75.300,0.129,3.803,7.551
707,Mayonnaise,189.000,0.000,0.000,23.626
708,Mustard Yellow,0.000,0.000,0.000,0.0
709,Olive Oil,235.918,0.000,0.000,30.372999999999998
710,Plain Wrap,260.000,8.000,47.000,7.5
711,Provolone Cheese,101.250,7.088,1.013,12.151
712,Ranch Dressing,118.182,0.192,0.466,14.401
713,Red Wine Vinegar,5.464,0.012,0.076,0.0
714,Shredded Lettuce,3.969,0.255,0.841,0.045
715,Sliced American Cheese,103.761,5.141,1.355,13.826
716,Sliced Black Olives,32.602,0.238,1.774,3.43
717,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
718,Sliced Cucumber,4.253,0.184,1.029,0.041
719,Sliced Green Peppers,5.670,0.244,1.315,0.064
720,Sliced Jalapeno Peppers,7.655,0.261,1.344,0.29300000000000004
721,Sliced Onions,11.340,0.312,2.648,0.04
722,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
723,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
724,Sliced Tomatoes,3.408,0.166,0.736,0.044
726,Amish Chicken Corn Chowder 12 ozl,5790.840,403.368,414.984,427.056
727,Penn State Tomato Soup 12 ozl,154.050,2.848,26.782,4.162
728,Caesar Salad,902.604,46.316,41.338,86.715
729,Farmhouse Ranch Salad,707.644,12.926,22.087,74.636
730,Greek Salad,525.296,9.353,33.030,47.857
731,Cheddar Cheese Sauce,120.483,1.506,9.036,11.295
732,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
733,Grilled Fajita Style,18.868,0.422,2.714,0.978
734,Lebanese Beef,291.432,21.114,5.995,23.384999999999998
735,Provolone Cheese,101.250,7.088,1.013,12.151
736,Beef Cheesesteak,259.200,30.780,4.860,15.39
737,Caesar Chicken Wrap,708.325,37.391,67.263,41.456
738,Crispy Chicken Ranch Club,1063.888,50.123,78.203,80.399
739,Cuban Baguette,606.453,36.357,49.853,38.519
740,Impossible Greek Gyro,669.926,36.232,80.013,33.064
741,Multigrain Avocado Toast,346.571,7.305,31.687,24.343
742,Sesame Crispy Chicken Sandwich,815.494,27.188,80.145,51.325
743,The Outpost Oven Fried Chicken Sandwich,1131.483,49.046,89.036,75.08500000000001
744,Tomato Basil Baguette,562.230,23.041,50.083,45.459
745,Turkey Club on Multigrain Artisan Bread,721.926,45.191,67.277,41.738
746,Dill Pickle Spear,4.200,0.175,0.844,0.133
747,Extra Fried Eggs,88.282,6.078,0.371,8.652
748,Beef Cheesesteak Flatbread Piazza,508.053,25.607,50.241,28.61
749,Honey Sriracha Chicken Piazza,919.940,28.921,124.378,48.19
750,Margherita Flatbread Pizza,564.803,26.166,50.258,42.365
751,Pepperoni Flatbread Piazza,543.807,20.758,52.048,37.498999999999995
752,CYO Burrito,260.000,8.000,47.000,7.5
753,CYO Burrito Bowl,0.000,0.000,0.000,0.0
756,CYO Nacho's,401.436,6.039,57.648,19.979999999999997
757,Chicken Alfredo Bowl,347.398,22.027,24.006,28.636000000000003
758,Mac and Cheese Bowl,655.842,20.344,55.238,53.849
759,Provolone Cheese,202.500,14.176,2.026,24.302
760,Apple,68.328,0.342,18.146,0.26
761,Beef Cheesesteak Half,129.600,15.390,2.430,7.695
762,Black Bean Corn Salsa,15.152,0.638,3.352,0.109
763,Black Beans,34.285,1.666,5.177,0.8620000000000001
764,Carnitas ,425.453,24.168,8.566,41.327
765,Cheddar Cheese Sauce,40.161,0.502,3.012,3.765
766,Chicken Fajita,210.532,28.308,0.807,12.437000000000001
767,Cilantro Lime Rice,122.012,2.903,26.529,0.011
768,Cilantro Lime Sauce,366.840,0.422,1.356,45.077999999999996
769,Dill Pickle Spear,4.200,0.175,0.844,0.133
770,Extra Beef Cheesesteak,129.600,15.390,2.430,7.695
771,Extra Carnitas ,425.453,24.168,8.566,41.327
772,Extra Chicken Fajita,210.532,28.308,0.807,12.437000000000001
773,Extra Steak Fajitas,276.332,20.715,8.566,21.168
774,Grilled Chicken Breast,140.122,32.020,0.010,1.501
775,Grilled Fajita Style,18.868,0.422,2.714,0.978
776,Grilled Onions,56.435,0.749,5.592,4.146
777,Guacamole,113.400,1.890,3.780,11.34
778,Guacamole,113.400,1.890,3.780,11.34
779,Half White Sub Roll,128.000,4.000,26.000,0.5
780,Hoagie Roll White Whole,256.000,8.000,52.000,1.0
781,Pickled Red Onions,23.331,0.312,5.890,0.04
782,Pico De Gallo,5.257,0.264,1.140,0.063
783,Potato Roll,210.000,7.000,38.000,3.5
784,Provolone Cheese,101.250,7.088,1.013,12.151
785,Provolone Cheese,101.250,7.088,1.013,12.151
786,Provolone Cheese,202.500,14.176,2.026,24.302
787,Queso Blanco,228.830,10.556,4.910,28.473999999999997
788,Refried Beans,24.220,1.396,4.066,0.248
789,Roasted Mushrooms,20.545,0.358,0.930,2.112
790,Shredded Lettuce,3.969,0.255,0.841,0.045
791,Shredded Lettuce,3.969,0.255,0.841,0.045
792,Sliced American Cheese,103.761,5.141,1.355,13.826
793,Sliced Bacon,201.600,14.400,0.000,24.48
794,Sliced Black Olives,32.602,0.238,1.774,3.43
795,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
796,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
797,Sliced Jalapeno,4.111,0.129,0.922,0.066
798,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
799,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
800,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
801,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
802,Sliced Tomatoes,3.408,0.166,0.736,0.044
803,Sour Cream,161.866,1.994,3.786,24.107999999999997
804,Spicy Mayonnaise,140.869,0.000,1.687,16.624000000000002
805,Steak Fajitas,276.332,20.715,8.566,21.168
806,White Cheddar Jack Blend,111.375,7.088,0.000,15.187000000000001
808,Bacon & Tomato Breakfast Pizza,560.785,33.932,36.410,43.305
809,Baked French Toast w/ Blueberry Compote,277.857,11.678,42.324,8.316
810,Croque Monsieur,386.626,25.957,28.717,28.531
811,Gluten Free Overnight Oats,323.360,7.253,49.004,9.802999999999999
812,Scrambled Egg Whites,42.813,8.947,0.876,0.036000000000000004
813,Scrambled Eggs,130.274,11.163,0.000,11.168000000000001
814,Caesar Salad,141.283,2.779,6.520,14.175
815,Calabrese Salami Penn State Meats Lab,53.582,2.987,0.102,6.1049999999999995
816,Cheddar Cheese,114.413,7.088,0.000,15.187999999999999
817,Cranberry Pomegranate Fizz,109.916,0.000,27.108,0.0
818,Garden Salad,28.101,1.679,6.009,0.385
819,Hot Sopressata Salami,45.563,3.544,0.000,4.557
820,Italian Potatoes,119.377,2.915,17.790,5.046
821,Sliced Prosciutto,35.438,3.544,0.506,2.784
822,Smoked Salmon Display,98.763,9.292,1.350,7.021
823,Butterscotch Caramel Cake,334.700,3.633,48.583,18.117
824,Sweet Rolls w/Vanilla Icing,389.290,5.753,59.550,21.817999999999998
825,Bacon & Tomato Breakfast Pizza,560.785,33.932,36.410,43.305
826,Vegan Breakfast Sausage Patty,139.959,11.997,5.998,6.998
827,Vegan Eggs,150.237,10.512,4.505,11.270999999999999
829,Steak and Potato Soup 12 ozl,214.068,15.058,22.030,9.626
830,Calzone,763.013,33.912,58.578,63.467999999999996
831,Boneless Chicken Wing Bar,689.529,32.925,35.712,53.83
832,Fried Pickles w/Chipotle Ranch,562.066,5.240,7.911,50.285000000000004
833,Battered Fish Sandwich,764.251,21.173,57.991,55.07
834,Beef Hot Dog,312.125,11.075,27.025,23.275
835,Beyond Burger,497.419,27.295,45.615,29.566
836,Beyond Cheeseburger,549.300,29.865,46.293,36.479
837,Black Bean Burger,378.382,20.373,57.723,10.608
840,Cheeseburger Single,664.215,33.574,41.976,55.133
841,Chicken Tenders,567.130,33.779,33.779,40.128
842,Double Cheeseburger,1066.297,59.882,42.618,101.998
843,Fried Chicken Sandwich,610.819,29.494,57.218,36.308
844,Fries,307.980,2.700,31.050,23.31
845,Gluten Free Grilled Cheese Sandwich,368.353,9.033,41.077,31.375
846,Grilled Cheese PSU,831.788,33.309,78.254,64.863
847,Grilled Cheese Sandwich,200.178,8.062,4.036,27.28
848,Grilled Chicken Sandwich,429.408,33.414,40.218,19.391
849,Hamburger Single,612.154,31.034,41.263,48.243
850,Hot Dog,278.600,12.560,27.520,16.12
851,Mozzarella Sticks,452.954,17.627,28.351,38.673
852,5 oz. Hamburger,350.382,23.708,0.000,39.929
853,Avocado Mayonnaise,122.850,0.472,0.945,14.648
854,BBQ Sauce,51.786,0.000,13.464,0.0
855,Beyond Burger,280.000,20.000,6.000,26.0
856,Black Bean Burger,160.963,13.078,18.108,7.042
857,Dill Pickle Chips,0.996,0.000,0.199,0.0
858,Extra 5 oz. Hamburger,350.382,23.708,0.000,39.929
859,Extra Beyond Burger,280.000,20.000,6.000,26.0
860,Extra Black Bean Burger,160.963,13.078,18.108,7.042
861,Extra Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
862,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
863,Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
864,GF Hamburger Roll,485.714,7.286,99.571,6.071
865,Hot Wing Sauce,43.129,0.171,0.597,7.636
866,Ketchup,33.353,0.000,8.338,0.0
867,Mayonnaise,189.000,0.000,0.000,23.626
868,Mustard Yellow,0.000,0.000,0.000,0.0
869,Potato Roll,210.000,7.000,38.000,3.5
870,Provolone Cheese,101.250,7.088,1.013,12.151
871,Ranch Dressing,118.182,0.192,0.466,14.401
872,Shredded Lettuce,3.969,0.255,0.841,0.045
873,Sliced American Cheese,103.761,5.141,1.355,13.826
874,Sliced Bacon,201.600,14.400,0.000,24.48
875,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
876,Sliced Onions,11.340,0.312,2.648,0.04
877,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
878,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
879,Sliced Tomatoes,3.408,0.166,0.736,0.044
880,Honey Sriracha Chicken Pizza,544.676,22.381,59.031,37.028
881,Cheese Pizza Slice,328.441,16.677,38.129,19.428
882,Pepperoni  Pizza Slice,364.162,18.041,38.212,23.963
887,BBQ Sauce,51.786,0.000,13.464,0.0
888,Baked Ham,135.000,18.900,4.052,5.404
889,Balsamic Vinegar,37.620,0.210,7.280,0.0
890,Banana Pepper Rings,7.654,0.470,1.516,0.14200000000000002
891,Black Pepper,0.074,0.003,0.019,0.001
892,Chicken Tenders,425.348,25.334,25.334,30.098000000000003
893,Chipotle Mayonnaise,214.029,0.288,1.076,26.953
894,Crushed Red Pepper,3.967,0.150,0.707,0.257
895,Dill Pickle Chips,0.996,0.000,0.199,0.0
896,Extra Baked Ham,67.500,9.450,2.026,2.702
897,Extra Chicken Tenders,212.674,12.667,12.667,15.049000000000001
898,Extra Genoa Salami,147.988,7.144,1.076,18.18
899,Extra Grilled Chicken Strips,69.526,12.826,0.676,2.364
900,Extra Italian Meats,93.853,8.864,1.825,7.531
901,Extra Pepperoni,303.752,12.152,0.000,38.480000000000004
902,Extra Roast Beef,92.988,16.132,0.000,3.56
903,Extra Sliced Bacon,126.000,7.875,1.575,13.388
904,Extra Sliced Turkey,60.750,10.126,2.026,1.518
905,Extra Tuna Salad,147.381,13.349,0.840,11.453
906,GF Sub Roll,470.000,12.000,76.000,15.0
907,Genoa Salami,295.976,14.288,2.152,36.36
908,Gluten Free Plain Wrap,220.000,6.000,45.000,11.0
909,Grilled Chicken Strips,139.052,25.652,1.352,4.728
910,Half Baked Ham,67.500,9.450,2.026,2.702
911,Half Capicola,92.422,9.412,2.172,6.54
912,Half Chicken Tenders,212.674,12.667,12.667,15.049000000000001
913,Half Genoa Salami,147.988,7.144,1.076,18.18
914,Half Grilled Chicken Strips,69.526,12.826,0.676,2.364
915,Half Italian Meats,93.853,8.864,1.825,7.531
916,Half Roast Beef,92.988,16.132,0.000,3.56
917,Half Sliced Bacon,220.500,13.781,2.756,23.429000000000002
918,Half Sliced Turkey,60.750,10.126,2.026,1.518
919,Half Tuna Salad,147.381,13.349,0.840,11.453
920,Half White Sub Roll,128.000,4.000,26.000,0.5
921,Hoagie Roll Half Whole Wheat,243.043,7.478,48.609,1.87
